URL_Length,Domain_Length,Path_Length,Query_Length,Num_Dots,Num_Hyphens,Num_Underscores,Num_Slashes,Num_Digits,Num_Special_Chars,Num_Subdomains,Has_IP,Has_HTTPS,Has_At_Symbol,Has_Prefix_Suffix,Has_Redirection,Tiny_URL,Suspicious_Keyword_Count,Contains_Login,Contains_Verify,Contains_Update,Contains_Bank,Contains_Secure,Entropy,label
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9706,0
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
24,17,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6054,1
25,18,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9435,1
29,22,0,0,2,1,0,2,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1592,1
25,18,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3835,0
27,20,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.838,0
34,27,0,0,2,0,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0767,1
24,17,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6887,0
28,21,0,0,3,1,0,2,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9233,0
16,9,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4528,1
20,13,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7219,1
37,30,0,0,2,1,0,2,3,6,1,0,0,0,1,0,0,1,0,0,0,0,0,4.2222,1
30,23,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9647,0
19,12,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6819,1
36,29,0,0,2,1,0,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,3.8611,1
13,6,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3.1808,1
20,13,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7842,1
33,26,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0061,0
33,26,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0518,1
28,21,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0391,0
23,16,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7623,0
37,30,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9795,0
20,13,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4464,0
23,16,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6753,0
29,22,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0473,1
43,36,0,0,2,2,0,2,4,7,1,0,0,0,1,0,0,0,0,0,0,0,0,4.284,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3921,0
20,13,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6842,0
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5726,1
21,14,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7849,0
25,18,0,0,2,1,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3.8937,0
19,12,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5111,1
30,23,0,0,2,1,0,2,4,6,1,0,0,0,1,0,0,1,0,0,0,0,0,4.0566,1
21,14,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7257,1
27,20,0,0,2,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6303,0
28,21,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4.182,0
24,17,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.085,0
29,22,0,0,2,2,0,2,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9783,1
32,25,0,0,2,2,0,2,3,7,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9139,1
27,20,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0603,1
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7544,0
25,18,0,0,2,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3.9435,0
27,20,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9303,0
19,12,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7216,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
25,18,0,0,1,2,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3.7533,1
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6635,0
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8797,0
24,17,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9387,1
25,18,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7493,0
29,22,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9783,1
23,16,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6753,0
30,23,0,0,2,2,0,2,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,4.0314,1
25,18,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0537,0
27,20,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9862,1
37,30,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1957,1
20,13,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5464,0
26,19,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9501,0
28,21,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9677,0
21,14,0,0,2,1,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4992,0
18,11,0,0,1,1,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6835,1
20,13,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6219,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
21,14,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5945,1
24,17,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6887,0
26,19,0,0,3,0,0,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3.7483,0
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
27,20,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8562,1
29,22,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.837,1
23,16,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6425,1
18,11,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6835,1
32,25,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8667,0
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
25,18,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9239,0
27,20,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8842,0
23,16,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9149,0
17,10,0,0,1,1,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5725,1
20,13,0,0,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4464,1
21,14,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5945,1
37,30,0,0,3,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,4.1212,0
38,31,0,0,2,2,0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4.1883,1
23,16,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0018,1
33,26,0,0,2,2,0,2,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1502,1
23,16,0,0,2,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6753,0
26,19,0,0,2,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1039,0
23,16,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5227,1
20,13,0,0,2,0,0,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5464,0
24,17,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6887,0
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5726,0
23,16,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.882,0
23,16,0,0,1,1,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4.056,1
21,14,0,0,2,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5585,0
27,20,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9303,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
27,20,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6764,0
42,35,0,0,1,3,0,2,0,7,0,0,0,0,1,0,0,1,0,0,0,0,1,4.1299,1
25,18,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7337,0
25,18,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8635,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
26,19,0,0,2,1,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9791,0
67,60,0,0,3,20,0,2,0,26,2,0,0,0,1,0,0,3,1,0,0,0,0,3.7364,1
28,21,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9408,0
20,13,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5842,1
19,12,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5766,1
22,15,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.914,1
19,12,0,0,3,0,0,2,9,6,2,1,0,0,0,0,0,0,0,0,0,0,0,3.5766,1
21,14,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7849,1
28,21,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4.182,0
29,22,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0304,1
37,30,0,0,2,2,0,2,0,7,1,0,0,0,1,0,0,2,0,0,0,0,0,3.9492,1
28,21,0,0,3,1,0,2,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9233,0
30,23,0,0,2,2,0,2,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1069,1
20,13,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7219,0
27,20,0,0,2,0,0,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9582,1
26,19,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9022,0
26,19,0,0,1,1,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9791,1
28,21,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0661,1
23,16,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6753,0
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
24,17,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6887,0
28,21,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9947,0
27,20,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6521,1
18,11,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7255,0
20,13,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4842,1
33,26,0,0,2,2,0,2,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,4.0896,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
18,11,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7947,1
25,18,0,0,2,1,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3.8333,0
26,19,0,0,2,1,0,2,2,6,1,0,0,0,1,0,0,1,0,0,0,0,0,4.0081,1
25,18,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6039,0
33,26,0,0,2,2,0,2,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1502,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
30,23,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8029,0
31,24,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9536,0
30,23,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7069,1
24,17,0,0,2,1,0,2,4,6,1,0,0,0,1,0,0,0,0,0,0,0,0,3.9183,1
21,14,0,0,2,0,0,2,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5945,1
19,12,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8269,1
26,19,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7193,0
18,11,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,1
28,21,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.209,1
25,18,0,0,1,1,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0039,1
36,29,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8265,1
29,22,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9523,1
12,5,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3.2516,1
37,30,0,0,3,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,4.1212,0
26,19,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9501,1
25,18,0,0,1,0,0,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1337,1
27,20,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9862,1
23,16,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.882,0
32,25,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7539,1
20,13,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3842,1
18,11,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7255,0
26,19,0,0,2,0,0,2,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,3.8543,0
28,21,0,0,2,1,0,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,4.209,1
17,10,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7345,1
26,19,0,0,2,1,0,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1039,1
30,23,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7069,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
23,16,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7623,0
22,15,0,0,1,1,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0049,1
28,21,0,0,2,1,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3.7674,1
18,11,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5724,0
23,16,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6425,0
28,21,0,0,2,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8249,0
29,22,0,0,2,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0473,1
29,22,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1163,0
29,22,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9094,1
23,16,0,0,2,1,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3.882,1
33,26,0,0,2,2,0,2,4,7,1,0,0,0,1,0,0,0,0,0,0,0,0,4.1502,1
26,19,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8731,0
23,16,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6753,0
24,17,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2202,1
19,12,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6819,1
19,12,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5766,1
39,32,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0672,0
23,16,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6753,0
25,18,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8937,0
28,21,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4.182,0
23,16,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7623,0
26,19,0,0,2,0,0,2,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,3.8543,0
21,14,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7849,0
29,22,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8573,0
18,11,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7947,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3502,1
22,15,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6412,1
18,11,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7947,1
48,41,0,0,2,1,0,2,0,6,1,0,0,0,1,0,0,3,0,0,0,0,0,3.9036,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
24,17,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6887,0
44,37,0,0,2,2,0,2,4,7,1,0,0,0,1,0,0,0,0,0,0,0,0,4.3625,1
25,18,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0537,0
21,14,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8802,1
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.516,0
18,11,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6835,0
29,22,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1163,0
26,19,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.056,0
25,18,0,0,3,0,0,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7337,0
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
24,17,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7721,0
23,16,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7081,0
33,26,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6573,1
18,11,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4613,0
20,13,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5842,0
21,14,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6538,0
24,17,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0016,0
37,30,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1522,0
20,13,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6842,0
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5726,0
33,26,0,0,2,2,0,2,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,3.7724,1
26,19,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1039,1
23,16,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.882,0
24,17,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0535,0
22,15,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6069,0
23,16,0,0,2,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7081,0
24,17,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3.835,1
18,11,0,0,1,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7947,1
24,17,0,0,2,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1683,1
